試合日時（時刻含む）,Season,Kind,Week,Day,GameNumber,主審,後攻チーム,先攻チーム,プレイの番号,回,表/裏,,,,,out,,イニング継続,試合継続,一走打順,一走氏名,二走打順,二走氏名,三走打順,三走氏名,打順,打者氏名,打席左右,作戦,作戦２,作戦結果,投手氏名,投手左右,球数,捕手,一走状況,二走状況,三走状況,打者状況,プレイの種類,構え,コースX,コースY,球種,打撃結果,打撃結果２,捕球選手,打球タイプ,打球強度,打球位置X,打球位置Y,牽制の種類,牽制詳細,エラーの種類,タイムの種類,球速,1番守備,1番氏名,2番守備,2番氏名,3番守備,3番氏名,4番守備,4番氏名,5番守備,5番氏名,6番守備,6番氏名,7番守備,7番氏名,8番守備,8番氏名,9番守備,9番氏名,投手氏名,1番守備,1番氏名,2番守備,2番氏名,3番守備,3番氏名,4番守備,4番氏名,5番守備,5番氏名,6番守備,6番氏名,7番守備,7番氏名,8番守備,8番氏名,9番守備,9番氏名,投手氏名,1番○打,1番タイプ,2番○打,2番タイプ,3番○打,3番タイプ,4番○打,4番タイプ,5番○打,5番タイプ,6番○打,6番タイプ,7番○打,7番タイプ,8番○打,8番タイプ,9番○打,9番タイプ,投手○投,投手背番号,1番○打,1番タイプ,2番○打,2番タイプ,3番○打,3番タイプ,4番○打,4番タイプ,5番○打,5番タイプ,6番○打,6番タイプ,7番○打,7番タイプ,8番○打,8番タイプ,9番○打,9番タイプ,投手○投,投手背番号,首振り,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,球種１,球種２,球種３,球種４,球種１,球種２,球種３,球種４,3,4,5,6,7,8,9,記録者,攻撃チーム,勝利チーム,得点チーム,投球数／打席,タイミング,リアクション,打者タイプ,クイック,牽制の強さ
2018/4/1 10:39,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,21,1,表,1,0,0,1,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,4,高垣鋭次,右,0,0,0,土井大輝,右,18,徳田優大,0,0,0,0,投球,19,100.2,69.2,スライダー,ファール,0,0,ライナー,0,56,183.25,0,0,0,0,120,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高橋啓太,片岡優斗,山本司,五十嵐雅大,井橋俊貴,石井雄也,楢原一帆,,,,,,,,,0,
2018/4/1 10:40,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,22,1,表,1,0,1,1,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,4,高垣鋭次,右,0,0,0,土井大輝,右,19,徳田優大,0,0,0,0,投球,19,219.7,222.15,ストレート,ボール,0,0,0,0,0,0,0,0,0,0,131,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高橋啓太,片岡優斗,山本司,五十嵐雅大,井橋俊貴,石井雄也,楢原一帆,,,,,,,,,0,
2018/4/1 10:40,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,23,1,表,1,0,1,2,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,4,高垣鋭次,右,0,0,0,土井大輝,右,20,徳田優大,0,0,0,0,投球,19,173.85,148.1,スライダー,ファール,0,0,カット,0,120.8,239.15,0,0,0,0,119,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高橋啓太,片岡優斗,山本司,五十嵐雅大,井橋俊貴,石井雄也,楢原一帆,,,,,,,,,0,
2018/4/1 10:40,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,24,1,表,1,0,2,2,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,4,高垣鋭次,右,0,0,0,土井大輝,右,21,徳田優大,0,0,0,0,投球,19,164.6,34.6,ストレート,ボール,0,0,0,0,0,0,0,0,0,0,134,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高橋啓太,片岡優斗,山本司,五十嵐雅大,井橋俊貴,石井雄也,楢原一帆,,,,,,,,,0,
2018/4/1 10:40,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,25,1,表,1,0,2,3,2,打席完了,イニング完了,試合継続,0,0,0,0,0,0,4,高垣鋭次,右,0,0,0,土井大輝,右,22,徳田優大,0,0,0,アウト,投球,19,114.7,117.5,スライダー,凡打死,0,7,フライ,0,100.15,98.95,0,0,0,0,117,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高橋啓太,片岡優斗,山本司,五十嵐雅大,井橋俊貴,石井雄也,楢原一帆,,,,,,,,,0,
2018/4/1 10:42,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,26,1,裏,1,0,0,0,0,打席継続,イニング開始,試合継続,0,0,0,0,0,0,1,石井雄也,右,0,0,0,松本航,右,1,馬場龍星,0,0,0,0,投球,19,192.75,198.4,ストレート,見逃し,0,0,0,0,0,0,0,0,0,0,139,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大木敦司,高垣鋭次,松下雄大,船山貴大,有住隆哉,宮木紳道,上西嵐満,,,,,,,,,0,
2018/4/1 10:42,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,27,1,裏,1,0,1,0,0,打席継続,イニング継続,試合継続,0,0,0,0,0,0,1,石井雄也,右,0,0,0,松本航,右,2,馬場龍星,0,0,0,0,投球,19,218.9,177.5,カット,空振り,0,0,0,0,0,0,0,0,0,0,135,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大木敦司,高垣鋭次,松下雄大,船山貴大,有住隆哉,宮木紳道,上西嵐満,,,,,,,,,0,
2018/4/1 10:42,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,28,1,裏,1,0,2,0,0,打席継続,イニング継続,試合継続,0,0,0,0,0,0,1,石井雄也,右,0,0,0,松本航,右,3,馬場龍星,0,0,0,0,投球,19,218.9,232.6,カット,ボール,0,0,0,0,0,0,0,0,0,0,133,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大木敦司,高垣鋭次,松下雄大,船山貴大,有住隆哉,宮木紳道,上西嵐満,,,,,,,,,0,
2018/4/1 10:43,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,29,1,裏,1,0,2,1,0,打席完了,イニング継続,試合継続,0,0,0,0,0,0,1,石井雄也,右,0,0,0,松本航,右,4,馬場龍星,0,0,0,アウト,投球,19,148.9,186.3,フォーク,空振り三振,0,0,0,0,0,0,0,0,0,0,124,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大木敦司,高垣鋭次,松下雄大,船山貴大,有住隆哉,宮木紳道,上西嵐満,,,,,,,,,0,
2018/4/1 10:43,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,30,1,裏,1,0,0,0,1,打席継続,イニング継続,試合継続,0,0,0,0,0,0,2,井橋俊貴,左,0,0,0,松本航,右,5,馬場龍星,0,0,0,0,投球,17,81.7,199.6,ストレート,空振り,0,0,0,0,0,0,0,0,0,0,144,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大木敦司,高垣鋭次,松下雄大,船山貴大,有住隆哉,宮木紳道,上西嵐満,,,,,,,,,0,
2018/4/1 10:43,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,31,1,裏,1,0,1,0,1,打席継続,イニング継続,試合継続,0,0,0,0,0,0,2,井橋俊貴,左,0,0,0,松本航,右,6,馬場龍星,0,0,0,0,投球,17,46.7,228.15,ストレート,ボール,0,0,0,0,0,0,0,0,0,0,142,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大木敦司,高垣鋭次,松下雄大,船山貴大,有住隆哉,宮木紳道,上西嵐満,,,,,,,,,0,
2018/4/1 10:44,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,32,1,裏,1,0,1,1,1,打席継続,イニング継続,試合継続,0,0,0,0,0,0,2,井橋俊貴,左,0,0,0,松本航,右,7,馬場龍星,0,0,0,0,投球,18,96.2,143.65,ストレート,ファール,0,0,カット,0,82.95,233.55,0,0,0,0,142,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大木敦司,高垣鋭次,松下雄大,船山貴大,有住隆哉,宮木紳道,上西嵐満,,,,,,,,,0,
2018/4/1 10:44,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,33,1,裏,1,0,2,1,1,打席完了,イニング継続,試合継続,0,0,0,0,0,0,2,井橋俊貴,左,0,0,0,松本航,右,8,馬場龍星,0,0,0,アウト,投球,17,96.2,172.25,ツーシーム,凡打死,0,6,ゴロ,0,110.3,134.6,0,0,0,0,133,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大木敦司,高垣鋭次,松下雄大,船山貴大,有住隆哉,宮木紳道,上西嵐満,,,,,,,,,0,
2018/4/1 10:45,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,34,1,裏,1,0,0,0,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,3,五十嵐雅大,右,0,0,0,松本航,右,9,馬場龍星,0,0,0,0,投球,19,160.55,174.65,カーブ,見逃し,0,0,0,0,0,0,0,0,0,0,110,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大木敦司,高垣鋭次,松下雄大,船山貴大,有住隆哉,宮木紳道,上西嵐満,,,,,,,,,0,
2018/4/1 10:45,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,35,1,裏,1,0,1,0,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,3,五十嵐雅大,右,0,0,0,松本航,右,10,馬場龍星,0,0,0,0,投球,19,217.3,182.7,カット,空振り,0,0,0,0,0,0,0,0,0,0,133,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大木敦司,高垣鋭次,松下雄大,船山貴大,有住隆哉,宮木紳道,上西嵐満,,,,,,,,,0,
2018/4/1 10:45,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,36,1,裏,1,0,2,0,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,3,五十嵐雅大,右,0,0,0,松本航,右,11,馬場龍星,0,0,0,0,投球,19,215.3,234.6,ストレート,ボール,0,0,0,0,0,0,0,0,0,0,135,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大木敦司,高垣鋭次,松下雄大,船山貴大,有住隆哉,宮木紳道,上西嵐満,,,,,,,,,0,
2018/4/1 10:45,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,37,1,裏,1,0,2,1,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,3,五十嵐雅大,右,0,0,0,松本航,右,12,馬場龍星,0,0,0,0,投球,19,84.5,145.65,ツーシーム,ファール,0,0,カット,0,124.3,231.5,0,0,0,0,133,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大木敦司,高垣鋭次,松下雄大,船山貴大,有住隆哉,宮木紳道,上西嵐満,,,,,,,,,0,
2018/4/1 10:46,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,38,1,裏,1,0,2,1,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,3,五十嵐雅大,右,0,0,0,松本航,右,13,馬場龍星,0,0,0,0,投球,19,237.85,234.2,カット,ボール,0,0,0,0,0,0,0,0,0,0,135,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大木敦司,高垣鋭次,松下雄大,船山貴大,有住隆哉,宮木紳道,上西嵐満,,,,,,,,,0,
2018/4/1 10:46,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,39,1,裏,1,0,2,2,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,3,五十嵐雅大,右,0,0,0,松本航,右,14,馬場龍星,0,0,0,0,投球,19,82.1,101.4,ストレート,ファール,0,0,カット,0,126.05,225.5,0,0,0,0,0,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大木敦司,高垣鋭次,松下雄大,船山貴大,有住隆哉,宮木紳道,上西嵐満,,,,,,,,,0,
2018/4/1 10:47,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,40,1,裏,1,0,2,2,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,3,五十嵐雅大,右,0,0,0,松本航,右,15,馬場龍星,0,0,0,0,投球,19,96.6,94.55,ストレート,ファール,0,0,カット,0,129.55,235.35,0,0,0,0,140,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大木敦司,高垣鋭次,松下雄大,船山貴大,有住隆哉,宮木紳道,上西嵐満,,,,,,,,,0,
2018/4/1 10:47,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,41,1,裏,1,0,2,2,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,3,五十嵐雅大,右,0,0,0,松本航,右,16,馬場龍星,0,0,0,0,投球,19,228.6,213.3,ストレート,ボール,0,0,0,0,0,0,0,0,0,0,137,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大木敦司,高垣鋭次,松下雄大,船山貴大,有住隆哉,宮木紳道,上西嵐満,,,,,,,,,0,
2018/4/1 10:47,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,42,1,裏,1,0,2,3,2,打席完了,イニング完了,試合継続,0,0,0,0,0,0,3,五十嵐雅大,右,0,0,0,松本航,右,17,馬場龍星,0,0,0,アウト,投球,18,93.35,173.05,フォーク,空振り三振,0,0,0,0,0,0,0,0,0,0,137,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大木敦司,高垣鋭次,松下雄大,船山貴大,有住隆哉,宮木紳道,上西嵐満,,,,,,,,,0,
2018/4/1 10:49,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,43,2,表,1,0,0,0,0,打席完了,イニング開始,試合継続,0,0,0,0,0,0,5,有住隆哉,左,0,0,0,土井大輝,右,23,徳田優大,0,0,0,出塁,投球,17,103,143.25,ツーシーム,単打,0,8,ゴロ,0,123.25,96.15,0,0,0,0,127,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,高橋啓太,片岡優斗,山本司,五十嵐雅大,井橋俊貴,石井雄也,楢原一帆,,,,,,,,,0,
2018/4/1 10:49,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,44,2,表,1,0,0,0,0,打席継続,イニング継続,試合継続,5,有住隆哉,0,0,0,0,6,中村誠,右,0,0,0,土井大輝,右,24,徳田優大,継続,0,0,0,牽制,0,0,0,0,0,0,0,0,0,0,0,一塁牽制,ターン,0,0,0,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,高橋啓太,片岡優斗,山本司,五十嵐雅大,井橋俊貴,石井雄也,楢原一帆,,,,,,,,,クイック,
2018/4/1 10:50,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,45,2,表,1,0,0,0,0,打席継続,イニング継続,試合継続,5,有住隆哉,0,0,0,0,6,中村誠,右,1バント,バント,ファール,土井大輝,右,24,徳田優大,継続,0,0,0,投球,19,103.85,181.1,ストレート,ファール,0,0,カット,0,127.1,234.95,0,0,0,0,0,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,高橋啓太,片岡優斗,山本司,五十嵐雅大,井橋俊貴,石井雄也,楢原一帆,,,,,,,,,クイック,
2018/4/1 10:50,春季,リーグ戦,1,1,1,,桜美林大学,日本体育大学,46,2,表,1,0,1,0,0,打席完了,イニング継続,試合継続,5,有住隆哉,0,0,0,0,6,中村誠,右,1バント,バント,成功,土井大輝,右,25,徳田優大,二進,0,0,アウト,投球,19,152.1,167.4,ストレート,犠打,0,5,ゴロ,0,121.15,189.5,0,0,0,0,127,9,上西嵐満,3,大木惇司,6,船山貴大,4,高垣鋭次,7,有住隆哉,D,中村誠,8,宮木紳道,5,松下雄大,2,馬場龍星,松本航,8,石井雄也,7,井橋俊貴,6,五十嵐雅大,D,中村士朗,9,楢原一帆,4,片岡優斗,3,高橋啓太,5,山本司,2,徳田優大,土井大輝,左,,右,,右,,右,,左,,右,,左,,右,,右,,右,,右,,左,,右,,左,,左,,右,,右,,左,,右,,右,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,高橋啓太,片岡優斗,山本司,五十嵐雅大,井橋俊貴,石井雄也,楢原一帆,,,,,,,,,クイック,
